transformation_signature,reaction_center_signature,reaction_type,canonical_reaction,raw_token_count,encoded_token_count,unknown_token_count,unknown_tokens,transformation_split,reaction_center_split
SMILES:O=C([C@@H]1CCCN(c2ccc3nc(C4(n5cc(Cl)cn5)CC4)[nH]c3n2)C1)N1CCCC1>>SMILES:O=C([C@@H]1CCCN(c2cc(O)c3nc(C4(n5cc(Cl)cn5)CC4)[nH]c3n2)C1)N1CCCC1,f320c2efc5c8f611,BIOMIMETIC OXIDATION,O=C([C@@H]1CCCN(c2ccc3nc(C4(n5cc(Cl)cn5)CC4)[nH]c3n2)C1)N1CCCC1>>O=C([C@@H]1CCCN(c2cc(O)c3nc(C4(n5cc(Cl)cn5)CC4)[nH]c3n2)C1)N1CCCC1,112,114,0,[],train,train
SMILES:O=C1NC(=O)c2ccccc21.SMILES:c1ccc(CN2CC[C@H]3O[C@H]3C2)cc1>>SMILES:O=C1c2ccccc2C(=O)N1[C@H]1CCN(Cc2ccccc2)C[C@@H]1O,a2a75f0fd863cb7e,LEWIS ACID,O=C1NC(=O)c2ccccc21.c1ccc(CN2CC[C@H]3O[C@H]3C2)cc1>>O=C1c2ccccc2C(=O)N1[C@H]1CCN(Cc2ccccc2)C[C@@H]1O,82,84,0,[],test,train
SMILES:O=C1NCCc2ccc(Br)c(Cl)c21>>SMILES:Cc1nnn(C)c1-c1ccc2c(c1Cl)C(=O)NCC2,57ff932a8be52620,NEGISHI,O=C1NCCc2ccc(Br)c(Cl)c21>>Cc1nnn(C)c1-c1ccc2c(c1Cl)C(=O)NCC2,56,58,0,[],valid,test
SMILES:O=Cc1ccc(F)cc1Cl.SMILES:c1c[nH]nn1>>SMILES:O=Cc1ccc(-n2nccn2)cc1Cl,3da83a8709d75fbf,ALKYLATION,O=Cc1ccc(F)cc1Cl.c1c[nH]nn1>>O=Cc1ccc(-n2nccn2)cc1Cl,46,48,0,[],train,train
SMILES:O=Cc1ccccc1OC(=O)Cc1ccccc1>>SMILES:O=C1OC(c2ccccc2)COc2ccccc21,24b6d7c8d801e46a,RH COUPLING,O=Cc1ccccc1OC(=O)Cc1ccccc1>>O=C1OC(c2ccccc2)COc2ccccc21,54,56,0,[],train,train
SMILES:OB(O)c1cccc(C(F)(F)F)c1.SMILES:OCc1cc(-c2cc(Cl)ccc2O)ccn1>>SMILES:OCc1cc(-c2cc(-c3cccc(C(F)(F)F)c3)ccc2O)ccn1,31dff9ce6591b8ea,SUZUKI,OB(O)c1cccc(C(F)(F)F)c1.OCc1cc(-c2cc(Cl)ccc2O)ccn1>>OCc1cc(-c2cc(-c3cccc(C(F)(F)F)c3)ccc2O)ccn1,93,95,0,[],train,train
SMILES:OC1Nc2nc(Cl)nc(Cl)c2C1F>>SMILES:Fc1c[nH]c2nc(Cl)nc(Cl)c12,776af3e5f5d34a20,DEHYDRATION,OC1Nc2nc(Cl)nc(Cl)c2C1F>>Fc1c[nH]c2nc(Cl)nc(Cl)c12,42,44,0,[],train,train
SMILES:[Br][Zn][CH2]Cc1ccccc1.SMILES:[C-]#[N+]C(C)(C)C>>SMILES:CC(C)(C)c1ccc(C(=O)C(=O)CCc2ccccc2)cn1,fa993d2ff2c0752a,CARBONYLATION,[Br][Zn][CH2]Cc1ccccc1.[C-]#[N+]C(C)(C)C>>CC(C)(C)c1ccc(C(=O)C(=O)CCc2ccccc2)cn1,63,65,0,[],train,train
SMILES:[N-]=[N+]=NC1O[C@H](COC(=O)c2ccccc2)[C@@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1>>SMILES:NC1O[C@H](COC(=O)c2ccccc2)[C@@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1,43aad2739e388917,HYDROGENATION,[N-]=[N+]=NC1O[C@H](COC(=O)c2ccccc2)[C@@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1>>NC1O[C@H](COC(=O)c2ccccc2)[C@@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1,115,117,0,[],train,valid
SMILES:c1ccc(COC2CC(N3CCOCC3)C2)cc1>>SMILES:OC1CC(N2CCOCC2)C1,07910269bab63b5f,HYDROGENATION,c1ccc(COC2CC(N3CCOCC3)C2)cc1>>OC1CC(N2CCOCC2)C1,46,48,0,[],train,train
